"CN","INVYR","LICHEN_REGION","LICH_SPPCD","MEASYEAR","LICHEN_REGION_DESCR","SPP_ACRONYM","GENUS","SUM_ABUNDANCE","FREQUENCY_PCT","SPECIES","PLOTS_IN_REGION","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
"43858551020004",2010,3,6937,2010,"Interior West                           ","Ramthr","Ramalina                                ",2,1,"thrausta                                ",120,"",2012-06-19,"20004","",,""
"43858552020004",2010,3,7921,2010,"Interior West                           ","Tucari","Tuckermanella                           ",3,1,"arizonica                               ",120,"",2012-06-19,"20004","",,""
"43858553020004",2010,3,8000,2010,"Interior West                           ","Usn   ","Usnea                                   ",7,3,"",120,"",2012-06-19,"20004","",,""
"43858554020004",2010,3,8013,2010,"Interior West                           ","Usncav","Usnea                                   ",8,3,"cavernosa                               ",120,"",2012-06-19,"20004","",,""
"43858555020004",2010,3,8023,2010,"Interior West                           ","Usndip","Usnea                                   ",3,1,"diplotypus                              ",120,"",2012-06-19,"20004","",,""
"43858556020004",2010,3,8036,2010,"Interior West                           ","Usngla","Usnea                                   ",3,1,"glabrata                                ",120,"",2012-06-19,"20004","",,""
"43858557020004",2010,3,8041,2010,"Interior West                           ","Usnhir","Usnea                                   ",60,20,"hirta                                   ",120,"",2012-06-19,"20004","",,""
"43858558020004",2010,3,8044,2010,"Interior West                           ","Usnlap","Usnea                                   ",99,31,"lapponica                               ",120,"",2012-06-19,"20004","",,""
"43858559020004",2010,3,8065,2010,"Interior West                           ","Usnsca","Usnea                                   ",18,6,"scabrata                                ",120,"",2012-06-19,"20004","",,""
"43858560020004",2010,3,8077,2010,"Interior West                           ","Usnsst","Usnea                                   ",36,12,"substerilis                             ",120,"",2012-06-19,"20004","",,""
"43858561020004",2010,3,8201,2010,"Interior West                           ","Xancan","Xanthoria                               ",17,6,"candelaria                              ",120,"",2012-06-19,"20004","",,""
"43858562020004",2010,3,8202,2010,"Interior West                           ","Xanele","Xanthoria                               ",9,3,"elegans                                 ",120,"",2012-06-19,"20004","",,""
"43858563020004",2010,3,8203,2010,"Interior West                           ","Xanfal","Xanthomendoza                           ",91,32,"fallax                                  ",120,"",2012-06-19,"20004","",,""
"43858564020004",2010,3,8207,2010,"Interior West                           ","Xanpol","Xanthoria                               ",41,13,"polycarpa                               ",120,"",2012-06-19,"20004","",,""
"43858565020004",2010,3,8210,2010,"Interior West                           ","Xanful","Xanthomendoza                           ",25,8,"fulva                                   ",120,"",2012-06-19,"20004","",,""
"175531946010661",2003,1,6100,2003,"Northeastern                            ","Pla   ","Platismatia                             ",3,1,"",115,"",2009-01-12,"10661","",,""
"175531947010661",2003,1,6101,2003,"Northeastern                            ","Plagla","Platismatia                             ",57,18,"glauca                                  ",115,"",2009-01-12,"10661","",,""
"175531948010661",2003,1,6106,2003,"Northeastern                            ","Platuc","Platismatia                             ",72,22,"tuckermanii                             ",115,"",2009-01-12,"10661","",,""
"175531949010661",2003,1,6301,2003,"Northeastern                            ","Pevcla","Pseudevernia                            ",5,2,"cladonia                                ",115,"",2009-01-12,"10661","",,""
"175531950010661",2003,1,6302,2003,"Northeastern                            ","Pevcon","Pseudevernia                            ",3,2,"consocians                              ",115,"",2009-01-12,"10661","",,""
"175531951010661",2003,1,6404,2003,"Northeastern                            ","Pcycro","Pseudocyphellaria                       ",9,3,"crocata                                 ",115,"",2009-01-12,"10661","",,""
"175531952010661",2003,1,6706,2003,"Northeastern                            ","Punper","Punctelia                               ",39,14,"perreticulata                           ",115,"",2009-01-12,"10661","",,""
"175531953010661",2003,1,6708,2003,"Northeastern                            ","Punrud","Punctelia                               ",206,64,"rudecta                                 ",115,"",2009-01-12,"10661","",,""
"175531954010661",2003,1,6808,2003,"Northeastern                            ","Pyxsor","Pyxine                                  ",44,15,"sorediata                               ",115,"",2009-01-12,"10661","",,""
"175531955010661",2003,1,6900,2003,"Northeastern                            ","Ram   ","Ramalina                                ",2,1,"",115,"",2009-01-12,"10661","",,""
"175531956010661",2003,1,6901,2003,"Northeastern                            ","Ramame","Ramalina                                ",27,10,"americana                               ",115,"",2009-01-12,"10661","",,""
"175531957010661",2003,1,6910,2003,"Northeastern                            ","Ramdil","Ramalina                                ",31,11,"dilacerata                              ",115,"",2009-01-12,"10661","",,""
"175531958010661",2003,1,6918,2003,"Northeastern                            ","Ramint","Ramalina                                ",2,1,"intermedia                              ",115,"",2009-01-12,"10661","",,""
"175531959010661",2003,1,6937,2003,"Northeastern                            ","Ramthr","Ramalina                                ",6,2,"thrausta                                ",115,"",2009-01-12,"10661","",,""
"175531960010661",2003,1,7104,2003,"Northeastern                            ","Rimret","Rimelia                                 ",3,1,"reticulata                              ",115,"",2009-01-12,"10661","",,""
"175531961010661",2003,1,8000,2003,"Northeastern                            ","Usn   ","Usnea                                   ",29,11,"",115,"",2009-01-12,"10661","",,""
"175531962010661",2003,1,8013,2003,"Northeastern                            ","Usncav","Usnea                                   ",6,2,"cavernosa                               ",115,"",2009-01-12,"10661","",,""
